,property_type,property_subtype,immo_code,location,postcode,province,region,price,address,energy_class,primary_energy_consumption,furnished,terrace,terrace_surface,plot_surface,living_room_surface,frontages,construction_year,building_condition,bedrooms,bathrooms,shower_rooms,office,toilets,kitchen_type,heating_type,price_orig
7617,apartment,apartment,10645706,charleroi,6060,Hainaut,Wallonia,240000,Rue de la Croix 16,E,350,0,1,0,0,0,2,0,To be done up,3,1,0,0,2,Installed,Gas,€240000
7618,house,mixed-use-building,10645704,fleurus,6220,Hainaut,Wallonia,279000,"Rue Picard (Gare Maritime), 7",D,335,0,0,0,150,28,2,1874,Good,4,1,0,1,3,Installed,Fuel oil,€279000
7619,house,house,10645703,beringen,3582,Limburg,Flanders,209000,Dorpsstraat 40,F,685,0,1,0,661,26,3,1960,To renovate,3,1,0,0,0,Semi equipped,Fuel oil,€209000
7620,apartment,duplex,10645700,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,980000,"Av. du Prince de Ligne, 18",D,205,0,1,15,0,40,2,1953,As new,4,2,1,0,2,Installed,Gas,€980000
7621,apartment,flat-studio,10645699,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,175000,"Av. du Prince de Ligne, 18",D,198,0,0,0,0,0,2,0,Good,0,1,0,0,1,Installed,Gas,€175000
7622,house,house,10645697,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,945000,Chaussée de Waterloo 1382,F,329,0,1,0,600,0,4,1960,Good,4,2,1,1,2,Hyper equipped,Gas,€945000
7623,house,villa,10645696,rhode-saint-genese,1640,Vlaams-Brabant,Flanders,1150000,Chaussée de Waterloo 1382,D,350,0,1,0,1151,50,4,1960,Good,4,2,1,0,3,Installed,Gas,€1150000
7624,apartment,apartment,10645693,gent,9000,Oost-Vlaanderen,Flanders,285000,Baron de Gieylaan 18,B,137,0,1,0,0,35,2,1969,To be done up,2,1,0,0,0,Hyper equipped,Gas,€285000
7625,house,mixed-use-building,10645692,brasschaat,2930,Antwerpen,Flanders,1175000,Kempischveldweg 34,B,139,0,1,0,1009,0,4,1995,As new,2,1,0,1,0,Hyper equipped,0,€1175000
7626,house,mixed-use-building,10645691,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,359000,"Avenue d'Itterbeek, 60",G,521,0,1,6,0,18,2,0,Good,4,2,0,0,2,0,Gas,€359000
7627,apartment,penthouse,10645690,hasselt,3500,Limburg,Flanders,595000,Eikenenweg 73/1,A,78,1,1,0,0,40,3,2007,Good,4,2,0,0,2,Hyper equipped,Gas,€595000
7628,house,house,10645689,liege%20grivegn%C3%A9e,4030,Liï¿½ge,Wallonia,215000,Rue de Herve 70,F,506,0,0,0,544,14,3,1930,To be done up,6,2,2,1,3,Installed,Gas,€215000
7629,house,house,10645688,saint-nicolas,4420,Liï¿½ge,Wallonia,259000,Rue de Herve 70,C,253,0,1,25,265,25,2,1968,To be done up,3,1,0,1,2,Installed,Fuel oil,€259000
7630,house,house,10645686,tubize,1480,Brabant wallon,Wallonia,225000,9 chaussée de mons,F,458,0,1,0,300,0,3,1970,To be done up,3,1,1,0,2,0,Gas,€225000
7631,apartment,apartment,10645685,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,275000,Av.de la Brise 46,F,345,0,1,4,0,31,2,1958,To be done up,2,1,0,0,1,Installed,Fuel oil,€275000
7632,house,house,10645681,aartselaar,2630,Antwerpen,Flanders,750000,Koninlijkelaan 42,D,327,0,1,0,837,0,2,1898,Good,4,3,0,1,0,0,0,€750000
7634,house,house,10645678,kortrijk%20bissegem,8501,West-Vlaanderen,Flanders,289000,Plein 30 A,D,309,0,1,36,200,28,2,0,Good,4,1,1,0,0,USA hyper equipped,0,€289000
7635,house,house,10645677,erpe-mere,9420,Oost-Vlaanderen,Flanders,219000,Hoogstraat 20,F,655,0,1,0,600,28,3,0,To renovate,2,1,0,0,0,Installed,Gas,€219000
7636,house,town-house,10645676,gijzegem,9300,Oost-Vlaanderen,Flanders,299000,Hoogstraat 20,C,207,0,1,0,141,36,2,0,Good,3,1,0,1,2,Installed,Gas,€299000
7637,house,villa,10645675,lede,9340,Oost-Vlaanderen,Flanders,995000,Hoogstraat 20,B,194,0,1,0,2384,43,4,1995,As new,6,2,0,1,4,Installed,0,€995000
7638,house,house,10645674,erpe-mere,9420,Oost-Vlaanderen,Flanders,449000,Hoogstraat 20,D,396,0,1,50,1100,40,4,1987,Good,3,1,0,0,2,Hyper equipped,Electric,€449000
7639,house,bungalow,10645673,erpe-mere,9420,Oost-Vlaanderen,Flanders,298000,Hoogstraat 20,F,594,0,1,0,824,58,4,1978,To renovate,2,1,0,1,1,0,0,€298000
7640,house,house,10645672,herzele,9550,Oost-Vlaanderen,Flanders,298000,Hoogstraat 20,B,198,0,1,0,623,30,4,1991,Good,4,1,0,0,2,Installed,Gas,€298000
7641,apartment,apartment,10645670,knokke-heist,8300,West-Vlaanderen,Flanders,995000,Zeedijk Zoute 792,B,117,1,1,0,0,29,3,1990,As new,3,1,1,0,1,0,Gas,€995000
7642,house,house,10645669,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,1650000,Avenue de Tervueren 446,G,406,0,1,123,818,42,2,1920,Good,8,3,0,1,4,Hyper equipped,Gas,€1650000
7643,house,town-house,10645664,kapelle-op-den-bos,1880,Vlaams-Brabant,Flanders,335000,Rumstsesteenweg 1,C,277,0,1,0,174,25,2,1969,0,3,1,0,0,2,Hyper equipped,Gas,€335000
7644,house,town-house,10645654,mortsel,2640,Antwerpen,Flanders,335000,Antwerpsestraat 292,E,446,0,0,0,285,0,3,1960,To renovate,4,1,0,0,2,Not installed,Gas,€335000
7645,house,house,10645653,knokke-heist,8300,West-Vlaanderen,Flanders,2195000,Albert plein 10,C,215,0,1,0,883,0,4,1989,Just renovated,4,2,1,1,3,USA hyper equipped,Gas,€2195000
7646,apartment,apartment,10645650,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,375000,"Val des Seigneurs, 9a",E,228,0,1,2,0,39,2,1958,To renovate,3,1,0,0,2,Not installed,Gas,€375000
7647,apartment,apartment,10645649,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,335000,"Val des Seigneurs, 9a",E,261,0,1,4,0,30,0,1969,As new,2,1,0,0,1,Hyper equipped,Gas,€335000
7648,apartment,apartment,10645644,ravels%20weelde,2381,Antwerpen,Flanders,255000,Grote Markt 22,C,300,0,1,0,0,27,0,1999,0,2,1,0,0,2,Hyper equipped,Gas,€255000
7649,house,mansion,10645643,antwerp,2140,Antwerpen,Flanders,875000,Schoolstraat 2,A,87,0,1,0,209,38,2,1950,As new,3,1,0,1,2,USA hyper equipped,Gas,€875000
7650,house,villa,10645642,wommelgem,2160,Antwerpen,Flanders,750000,Schoolstraat 2,C,214,0,1,0,1011,47,4,1980,As new,5,2,0,1,0,0,Gas,€750000
7651,apartment,apartment-block,10645639,antwerp,2000,Antwerpen,Flanders,839000,Leopoldstraat 77,F,841,0,1,20,0,0,3,0,To renovate,4,4,0,0,0,0,Electric,€839000
7652,apartment,duplex,10645637,knokke-heist%20knokke,8300,West-Vlaanderen,Flanders,1090000,Sparrendreef 80,A,83,0,0,0,0,0,2,1992,Just renovated,3,2,0,0,0,Hyper equipped,0,€1090000
7654,house,house,10645634,berlare,9290,Oost-Vlaanderen,Flanders,340000,Wichelsesteenweg 109,C,225,0,1,15,135,32,2,0,Good,3,1,0,0,2,Hyper equipped,Gas,€340000
7655,house,house,10645633,dendermonde,9200,Oost-Vlaanderen,Flanders,235000,Wichelsesteenweg 109,D,365,0,1,25,98,26,2,0,Good,2,1,0,0,1,Hyper equipped,0,€235000
7656,house,house,10645632,wichelen%20schellebelle,9260,Oost-Vlaanderen,Flanders,440000,Wichelsesteenweg 109,C,202,0,1,25,571,46,3,0,Good,3,1,0,1,2,Hyper equipped,Gas,€440000
7658,house,villa,10645629,tervuren,3080,Vlaams-Brabant,Flanders,740000,"Brusselsesteenweg, 518",F,788,0,1,40,533,45,4,1930,To be done up,3,2,0,1,0,USA semi equipped,Gas,€740000
7659,house,house,10645628,niel,2845,Antwerpen,Flanders,490000,Goedehoopstraat 21,B,110,0,1,17,196,0,2,2009,As new,4,1,0,1,2,Hyper equipped,0,€490000
7660,apartment,apartment,10645627,antwerp,2000,Antwerpen,Flanders,674500,Goedehoopstraat 21,B,145,0,0,0,0,0,2,0,0,3,2,0,0,0,0,Gas,€674500
7661,apartment,apartment,10645626,antwerp,2000,Antwerpen,Flanders,399500,Goedehoopstraat 21,B,145,0,0,0,0,0,2,2011,0,2,1,0,0,0,Hyper equipped,Gas,€399500
7662,house,house,10645621,antwerp,2018,Antwerpen,Flanders,1195000,Sint-Katelijnevest 24,C,293,0,1,0,225,0,2,1906,Good,5,2,0,1,0,0,Gas,€1195000
7663,house,house,10645620,esneux,4130,Liï¿½ge,Wallonia,1095000,Route du Condroz,B,160,0,1,0,13272,70,4,1989,As new,4,2,1,1,2,Installed,0,€1095000
7664,apartment,apartment,10645619,namur,5100,Namur,Wallonia,310000,Route du Condroz 72,A,78,0,1,0,0,0,2,2012,As new,2,1,0,0,1,USA hyper equipped,Gas,€310000
7665,apartment,apartment,10645618,seraing,4100,Liï¿½ge,Wallonia,165000,Route du Condroz 72,B,155,0,1,0,0,10,2,0,As new,1,1,0,1,1,Installed,Fuel oil,€165000
7666,house,villa,10645617,herenthout,2270,Antwerpen,Flanders,1350000,Koningsplein 5,B,170,0,1,0,5644,58,4,1979,0,4,3,0,1,4,Hyper equipped,Fuel oil,€1350000
7669,apartment,penthouse,10645609,auderghem,1160,Brussels Hoofdstedelijk Gewest,Brussels,1987358,Avenue de L'Armée 41,G,358,0,1,20,0,0,2,0,To renovate,1,1,0,0,0,0,0,€19873.58
7670,house,house,10645607,erpe-mere,9420,Oost-Vlaanderen,Flanders,213000,Brusselbaan 90,F,591,0,1,25,300,32,3,0,Good,4,1,0,0,1,Semi equipped,Fuel oil,€213000
7671,house,exceptional-property,10645606,aalst,9300,Oost-Vlaanderen,Flanders,375000,Brusselbaan 90,B,183,0,1,12,159,38,2,0,As new,3,1,0,0,2,Hyper equipped,Gas,€375000
7672,apartment,new-real-estate-project-apartments,10645599,zaventem%20sint-stevens-woluwe,1932,Vlaams-Brabant,Flanders,740500,Boulevard de la Woluwe 62 boîte 3,A,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€740500
7673,house,house,10645590,beringen%20beverlo,3581,Limburg,Flanders,289000,Diesterstraat 101 bus 1,E,492,0,1,0,1931,33,4,1957,To renovate,5,2,0,1,3,0,Fuel oil,€289000
7674,house,house,10645588,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,845000,"Avenue des Cerisiers, 212",F,303,0,1,1,280,24,3,1958,As new,4,2,1,1,2,USA hyper equipped,Gas,€845000
7675,apartment,apartment,10645587,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,275000,"Avenue des Cerisiers, 212",F,281,0,1,15,0,27,0,1960,As new,2,1,1,0,1,USA hyper equipped,Gas,€275000
7676,apartment,apartment,10645586,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,169000,"Avenue des Cerisiers, 212",G,568,0,0,0,0,35,2,1908,To renovate,1,1,0,0,1,Not installed,Gas,€169000
7677,apartment,flat-studio,10645584,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,230000,"Avenue des Cerisiers, 212",C,131,0,1,6,0,26,2,1966,Just renovated,0,1,0,0,1,Installed,Gas,€230000
7678,apartment,triplex,10645583,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,495000,"Avenue des Cerisiers, 212",D,162,0,1,22,0,45,2,2004,As new,4,2,0,0,3,USA hyper equipped,0,€495000
7679,house,house,10645580,roeselare,8800,West-Vlaanderen,Flanders,249000,Den Triangel 2,D,373,0,1,0,340,35,2,1963,Good,3,1,0,0,1,Hyper equipped,Gas,€249000
7680,apartment,apartment-block,10645577,trooz,4870,Liï¿½ge,Wallonia,1200000,Grand rue 191,B,117,0,1,0,450,0,2,2009,Good,11,5,5,0,5,Installed,Gas,€1200000
7681,house,house,10645576,erpe-mere,9420,Oost-Vlaanderen,Flanders,295500,Oudenaardsesteenweg 441,B,117,0,1,0,0,30,3,2014,Good,2,1,0,0,0,0,Gas,€295500
7683,apartment,penthouse,10645574,zaventem%20sint-stevens-woluwe,1932,Vlaams-Brabant,Flanders,740500,Avenue Baron Albert d'Huart 130,A,99,0,1,45,0,30,3,2024,As new,4,2,2,0,2,USA hyper equipped,0,€740500
7684,apartment,apartment,10645573,zaventem%20sint-stevens-woluwe,1932,Vlaams-Brabant,Flanders,462500,Avenue Baron Albert d'Huart 130,A,99,0,1,20,0,30,2,2024,As new,3,1,1,0,1,USA hyper equipped,0,€462500
7685,apartment,apartment,10645572,zaventem%20sint-stevens-woluwe,1932,Vlaams-Brabant,Flanders,356500,Avenue Baron Albert d'Huart 130,A,99,0,1,18,0,24,2,2024,As new,2,1,1,0,1,USA hyper equipped,0,€356500
7686,apartment,apartment,10645571,zaventem%20sint-stevens-woluwe,1932,Vlaams-Brabant,Flanders,296000,Avenue Baron Albert d'Huart 130,A,99,0,1,15,0,18,2,2024,As new,1,1,1,0,1,USA hyper equipped,0,€296000
7687,apartment,apartment,10645569,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,545000,Avenue Baron Albert d'Huart 130,G,461,0,1,12,0,40,2,1993,Good,3,2,1,0,2,Installed,Electric,€545000
7689,house,house,10645565,houthalen-helchteren,3530,Limburg,Flanders,385000,Kolonel Dusartplein 28B,B,172,0,1,0,522,0,4,1981,Good,4,2,0,0,2,USA hyper equipped,Gas,€385000
7690,apartment,duplex,10645564,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,249000,Chaussée de Gand 331,C,118,0,0,0,0,13,0,1950,0,1,1,1,0,2,Installed,Gas,€249000
7691,house,town-house,10645561,oostende,8400,West-Vlaanderen,Flanders,289000,Koning Albert 1 - laan 207,C,216,0,1,0,90,23,2,1948,Good,3,1,1,0,1,Hyper equipped,Gas,€289000
7692,apartment,apartment,10645560,blankenberge,8370,West-Vlaanderen,Flanders,429800,Koning Albert 1 - laan 207,B,191,1,1,8,0,48,2,1994,As new,2,1,0,0,1,Hyper equipped,Electric,€429800
7693,apartment,apartment,10645559,blankenberge,8370,West-Vlaanderen,Flanders,399000,Koning Albert 1 - laan 207,B,113,1,1,9,0,29,0,1998,As new,2,1,0,0,1,USA hyper equipped,0,€399000
7694,house,town-house,10645558,kortenberg,3070,Vlaams-Brabant,Flanders,515000,Leuvensesteenweg 587,B,195,0,1,0,384,0,3,1990,As new,3,1,0,0,3,0,Gas,€515000
7695,apartment,apartment,10645557,kortenberg,3070,Vlaams-Brabant,Flanders,315000,Leuvensesteenweg 587,D,360,0,1,0,0,0,3,0,Good,2,1,0,0,0,0,Fuel oil,€315000
7696,apartment,apartment,10645554,sint-gillis-waas,9170,Oost-Vlaanderen,Flanders,259000,"Dorpsstraat, 21",B,155,0,1,15,0,36,2,2007,Good,2,1,0,0,1,Hyper equipped,Gas,€259000
7697,apartment,apartment,10645553,zellik,1731,Vlaams-Brabant,Flanders,259000,Astridlaan 1,B,106,0,1,7,0,0,2,1980,Good,2,1,1,0,1,Hyper equipped,Gas,€259000
7698,house,exceptional-property,10645551,dilbeek,1700,Vlaams-Brabant,Flanders,1495000,Astridlaan 1,C,273,0,1,0,14528,40,4,1900,As new,4,2,0,0,3,Hyper equipped,Gas,€1495000
7699,house,house,10645550,itterbeek,1701,Vlaams-Brabant,Flanders,429000,Astridlaan 1,E,439,0,1,0,1083,0,4,1956,To renovate,3,1,1,0,2,Not installed,Fuel oil,€429000
7700,house,town-house,10531194,dilbeek,1702,Vlaams-Brabant,Flanders,385000,Astridlaan 1,D,352,0,1,0,227,28,3,1965,Good,3,1,0,1,2,Installed,Gas,€385000
7701,house,house,10645549,zele,9240,Oost-Vlaanderen,Flanders,565000,"Dorpsstraat, 21",F,1187,0,0,0,3200,0,3,1946,To renovate,8,2,0,0,0,Not installed,0,€565000
7702,apartment,apartment,10645548,beveren,9120,Oost-Vlaanderen,Flanders,289000,"Dorpsstraat, 21",A,82,0,1,0,0,0,2,2020,Good,2,1,0,0,1,Hyper equipped,Gas,€289000
7703,house,house,10645545,pi%C3%89train,1370,Brabant wallon,Wallonia,179000,rue du bosquet 3,F,493,0,0,0,630,28,3,1850,To restore,3,1,0,0,1,0,Fuel oil,€179000
7704,apartment,apartment-block,10645544,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,1350000,Rue des Sablons 19,D,193,0,1,0,205,0,2,2006,As new,0,3,3,0,3,USA hyper equipped,Gas,€1350000
7705,apartment,apartment,10645539,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,480000,Avenue Louis Lepoutre 109,G,387,1,0,0,0,43,2,1932,Good,2,1,0,0,1,USA hyper equipped,Fuel oil,€480000
7706,house,house,10645537,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,525000,Avenue François Sebrechts 26,D,179,0,1,30,0,15,2,1950,As new,4,2,1,1,3,USA installed,Gas,€525000
7707,apartment,flat-studio,10645536,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,119000,Avenue François Sebrechts 26,F,335,0,1,8,0,21,2,1973,To be done up,0,1,0,0,1,Semi equipped,Gas,€119000
7711,apartment,penthouse,10609056,gent,9000,Oost-Vlaanderen,Flanders,645000,Antwerpsesteenweg 253B,A,88,1,1,0,0,0,0,2020,0,2,1,0,0,0,Hyper equipped,Gas,€645000
7712,apartment,apartment,10645461,westende,8434,West-Vlaanderen,Flanders,349000,Koning Ridderdijk 11,B,200,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,€349000
7713,house,house,10645459,gent,9000,Oost-Vlaanderen,Flanders,279000,Alphonse Claeys-Bouüaertlaan 57/001,F,737,0,0,0,173,0,0,0,To renovate,2,1,0,0,1,Semi equipped,0,€279000
7714,apartment,apartment,10645458,herselt,2230,Antwerpen,Flanders,337000,Betekomsesteenweg 69F,B,119,0,1,0,0,0,0,2011,0,2,2,0,0,0,Installed,Gas,€337000
7715,apartment,apartment,10645455,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,650000,Rue Kindermans 3/19,C,135,0,0,0,0,0,0,0,To renovate,2,0,0,1,0,0,0,€650000
7718,apartment,apartment,10645424,knokke,8300,West-Vlaanderen,Flanders,595000,Lippenslaan 201,C,225,0,0,0,0,0,3,1976,To renovate,2,1,1,0,1,USA hyper equipped,Gas,€595000
7720,apartment,apartment,10645420,tournai,7500,Hainaut,Wallonia,800000,Rue Saint-Jacques 1,A,77,0,0,0,0,0,0,0,As new,3,2,0,0,0,0,0,€800000
7721,house,house,10452289,mol,2400,Antwerpen,Flanders,345000,Brasemstraat 8,E,458,0,0,0,1360,0,0,1978,To renovate,4,1,0,0,2,0,Fuel oil,€345000
7722,house,house,10531169,mol,2400,Antwerpen,Flanders,335000,Brasemstraat 8,E,468,0,0,0,1555,0,0,1970,To renovate,3,1,0,0,1,0,Fuel oil,€335000
7723,apartment,apartment,10645415,geel,2440,Antwerpen,Flanders,149000,Brasemstraat 8,F,570,0,0,0,0,0,0,1975,To be done up,1,1,0,0,1,0,Gas,€149000
7724,house,house,10645413,balen,2490,Antwerpen,Flanders,249000,Brasemstraat 8,C,285,0,0,0,328,0,0,1969,To renovate,3,1,0,0,3,0,Gas,€249000
7725,house,house,10645412,meerhout,2450,Antwerpen,Flanders,398000,Brasemstraat 8,D,353,0,0,0,1838,0,0,1936,As new,4,1,0,1,2,0,Fuel oil,€398000
7726,apartment,apartment,10645411,oostende,8400,West-Vlaanderen,Flanders,629000,Hendrik Serruyslaan 14A/000,B,148,0,1,12,0,0,0,1964,0,3,2,0,0,2,Hyper equipped,Gas,€629000
7727,apartment,apartment,10645410,oostende,8400,West-Vlaanderen,Flanders,159000,Hendrik Serruyslaan 14A/000,B,129,0,1,0,0,0,0,2000,0,1,1,0,0,1,0,Gas,€159000
7735,apartment,apartment,10645399,hasselt,3500,Limburg,Flanders,399000,Havermarkt 22,B,137,0,1,24,0,0,0,1986,To renovate,3,2,0,0,1,Installed,Gas,€399000
7736,house,house,10645397,as,3665,Limburg,Flanders,339000,Havermarkt 22,D,367,0,0,0,258,0,0,1943,0,5,1,0,0,1,0,Gas,€339000
7737,house,house,10645396,iddergem,9472,Oost-Vlaanderen,Flanders,235000,Hoogstraat 58,F,600,0,1,0,333,0,0,1964,To renovate,4,1,0,0,1,0,0,€235000
7738,apartment,new-real-estate-project-apartments,10645390,nieuwpoort,8620,West-Vlaanderen,Flanders,828000,Oostendestraat 109,A,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,€828000
7739,apartment,apartment,10645388,sint-niklaas,9100,Oost-Vlaanderen,Flanders,189000,Regentiestraat 16,C,215,0,0,0,0,0,0,2008,As new,2,1,0,0,1,0,Electric,€189000
7740,apartment,apartment,10645387,sint-niklaas,9100,Oost-Vlaanderen,Flanders,365000,Regentiestraat 16,B,133,0,1,0,0,0,0,2009,As new,2,1,0,0,0,0,Gas,€365000
7741,apartment,apartment,10645386,eeklo,9900,Oost-Vlaanderen,Flanders,290000,Stationsstraat 41,B,181,0,1,25,0,55,0,0,To be done up,3,3,0,0,0,Semi equipped,Gas,€290000
7742,apartment,apartment,10645383,nieuwpoort,8620,West-Vlaanderen,Flanders,285000,"Leopold II laan, 102",D,344,0,1,0,0,0,0,1981,As new,1,1,0,0,1,Installed,Electric,€285000
7743,house,house,10645382,vilvoorde,1800,Vlaams-Brabant,Flanders,365000,Diepestraat 22,C,295,0,1,0,174,12,0,1950,To be done up,3,1,0,1,1,0,Gas,€365000
7744,house,house,10645379,assebroek,8310,West-Vlaanderen,Flanders,495000,Dampoortstraat 263,E,491,0,0,0,1220,0,0,1974,0,3,1,0,0,0,0,Gas,€495000
7745,apartment,apartment,10560656,harelbeke,8530,West-Vlaanderen,Flanders,169000,Ieperstraat 134,B,135,0,1,0,0,24,0,2004,As new,2,1,0,0,0,Installed,Gas,€169000
7746,apartment,apartment,10560655,harelbeke,8530,West-Vlaanderen,Flanders,169000,Ieperstraat 134,B,142,0,1,0,0,24,0,2004,0,2,1,0,0,0,Installed,Gas,€169000
7747,house,house,10613981,menen,8930,West-Vlaanderen,Flanders,162000,Ieperstraat 134,F,624,0,0,0,219,39,0,0,To renovate,3,1,0,0,0,0,Gas,€162000
7748,house,house,10645378,menen,8930,West-Vlaanderen,Flanders,169000,Ieperstraat 134,F,564,0,0,0,780,0,0,1930,0,1,1,0,0,0,0,0,€169000
7749,house,house,10645377,menen,8930,West-Vlaanderen,Flanders,115000,Ieperstraat 134,E,421,0,0,0,58,0,0,0,0,4,1,0,0,0,0,0,€115000
7750,apartment,ground-floor,10645373,kessel-lo,3010,Vlaams-Brabant,Flanders,315000,Jan Stasstraat 3,C,221,0,1,24,0,0,0,1956,0,1,1,0,0,1,Installed,Gas,€315000
7751,apartment,apartment,10645370,bertem,3060,Vlaams-Brabant,Flanders,305000,Jan Stasstraat 3,D,396,0,0,0,0,0,0,1930,0,1,1,0,0,1,Installed,Electric,€305000
7752,apartment,duplex,10645369,linden,3210,Vlaams-Brabant,Flanders,399000,Jan Stasstraat 3,B,121,0,1,10,0,0,0,2010,As new,3,1,0,0,2,Installed,Gas,€399000
7753,apartment,apartment,10457489,genk,3600,Limburg,Flanders,225000,Europalaan 70,D,344,0,0,0,0,0,0,1975,0,2,1,0,0,1,Installed,Electric,€225000
7754,house,house,10645359,borgloon,3840,Limburg,Flanders,310000,Broekstraat 53 B,F,1273,0,0,0,20,0,0,1960,0,2,1,0,0,0,0,0,€310000
7755,apartment,apartment,10645357,de%20haan,8420,West-Vlaanderen,Flanders,574500,Kerkstraat 56,C,220,0,1,0,0,0,0,2004,As new,3,2,0,0,0,Hyper equipped,Gas,€574500
7756,house,house,10645345,schelle,2627,Antwerpen,Flanders,360000,De Kleetlaan 4,C,248,0,0,0,200,42,0,1979,As new,4,1,0,0,3,Semi equipped,Gas,€360000
7757,house,house,10645344,gent,9000,Oost-Vlaanderen,Flanders,789000,Kortrijksesteenweg 178,C,233,0,0,0,124,34,0,1932,As new,4,1,0,1,2,0,0,€789000
7758,apartment,apartment,10645335,menen,8930,West-Vlaanderen,Flanders,210000,Ommegangstraat 10,D,383,0,0,0,0,0,0,1930,As new,7,2,0,0,0,0,0,€210000
7759,apartment,apartment,10645332,antwerp,2020,Antwerpen,Flanders,199000,Van Arteveldestraat 5,D,358,0,0,0,0,0,0,0,Just renovated,2,1,0,0,0,0,0,€199000
7760,apartment,apartment,10645331,merksem,2170,Antwerpen,Flanders,184000,Van Arteveldestraat 5,B,174,0,1,2,0,28,0,1966,0,2,1,0,0,0,0,0,€184000
7766,house,house,10645323,kruibeke,9150,Oost-Vlaanderen,Flanders,260000,Kortrijksesteenweg 241A,B,173,0,0,0,160,0,0,0,Just renovated,2,1,0,0,0,Hyper equipped,Gas,€260000
7767,house,house,10645322,gent,9000,Oost-Vlaanderen,Flanders,349000,Kortrijksesteenweg 241A,B,195,0,0,0,40,0,0,1875,Just renovated,3,1,0,0,1,0,0,€349000
7768,house,house,10645321,gent,9000,Oost-Vlaanderen,Flanders,359000,Kortrijksesteenweg 241A,B,172,0,0,0,45,0,0,1874,Just renovated,3,1,0,0,0,0,0,€359000
7770,house,bungalow,10645318,hillegem,9550,Oost-Vlaanderen,Flanders,340000,Kortrijksesteenweg 241A,F,531,0,0,0,5283,0,0,1983,As new,3,1,0,0,1,0,Fuel oil,€340000
7772,house,house,10645316,waasmunster,9250,Oost-Vlaanderen,Flanders,549000,Kortrijksesteenweg 241A,C,209,0,0,0,0,0,0,1970,As new,5,2,0,0,0,0,0,€549000
7773,apartment,apartment,10645314,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,230000,Avenue Général Mellier 20,C,117,0,1,10,0,0,0,1970,0,2,1,0,0,0,Installed,Gas,€230000
7774,house,villa,10645312,deurle,9831,Oost-Vlaanderen,Flanders,799000,Karel Lodewijk Dierickxstraat 22,F,567,0,0,0,1196,37,0,1978,To renovate,3,1,0,1,0,Installed,Electric,€799000
7775,house,villa,10645310,ruiselede,8755,West-Vlaanderen,Flanders,645000,Kasteelstraat 5,C,299,0,0,0,1228,21,0,1979,0,5,1,0,1,0,0,0,€645000
7776,house,house,10582753,gooik,1755,Vlaams-Brabant,Flanders,438000,Basiliekstraat 135,C,246,0,1,40,1033,42,4,1996,0,3,1,0,0,2,Installed,Gas,€438000
7777,apartment,apartment,10645306,dendermonde,9200,Oost-Vlaanderen,Flanders,195000,Oude Vest 90/1,C,209,0,0,0,0,0,0,1971,0,2,1,0,0,1,0,0,€195000
7778,house,house,10645304,wijnegem,2110,Antwerpen,Flanders,230000,Turnhoutsebaan 175,F,751,0,1,8,120,0,0,1925,To renovate,3,1,0,0,0,Semi equipped,0,€230000
7779,house,town-house,10645303,merksem,2170,Antwerpen,Flanders,389000,Turnhoutsebaan 175,C,251,0,1,17,250,0,0,1979,To be done up,3,1,0,0,2,Installed,0,€389000
7780,apartment,apartment,10645302,deurne,2100,Antwerpen,Flanders,259900,Boterlaanbaan 323,B,127,0,1,4,0,0,0,1965,0,3,1,0,0,1,Installed,Gas,€259900
7781,house,town-house,10645301,meise,1860,Vlaams-Brabant,Flanders,549000,Boterlaanbaan 323,B,181,0,1,52,370,0,0,1965,0,4,2,0,0,2,Hyper equipped,Gas,€549000
