,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Bedrooms,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price_orig
1201,house,house,10664371,vedrin,5020,Namur,Wallonia,299000,Chaussée de Louvain 258,D,320.0,0,1,37,573,40,4,0,Good,4,1,0,0,1,Installed,Gas,€299000
1202,apartment,apartment,10624441,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,315000,.,G,393.0,0,1,9,0,0,2,1965,To be done up,2,1,1,0,1,Semi equipped,Gas,€315000
1203,house,house,10664368,zottegem,9620,Oost-Vlaanderen,Flanders,299000,Steenweg op Aalst 96,D,382.0,0,1,8,317,18,0,0,Good,4,0,0,0,4,Semi equipped,Fuel oil,€299000
1205,house,house,10664361,namur,5000,Namur,Wallonia,299000,Chaussée de Louvain 258,F,483.0,0,1,37,102,15,2,0,Good,3,1,0,1,1,Installed,Gas,€299000
1206,apartment,apartment,10664360,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,370000,1 Avenue Henri Bourgys,D,168.0,1,1,18,0,25,0,1974,As new,1,1,1,0,1,Hyper equipped,0,€370000
1207,house,house,10664357,braine%20l%27alleud,1420,Brabant wallon,Wallonia,235000,Avenue Alphonse Allard 288,G,667.0,0,0,0,65,0,2,0,0,2,0,0,1,0,0,Gas,€235000
1208,apartment,apartment,10664356,braine-l%27alleud,1420,Brabant wallon,Wallonia,210000,Avenue Alphonse Allard 288,G,811.0,0,1,17,0,0,2,1972,0,1,1,0,0,0,0,Gas,€210000
1209,house,house,10339356,bouillon,6830,Luxembourg,Wallonia,99000,Rue du Commerce 25,F,445.0,0,1,0,0,0,2,1950,To renovate,4,2,1,0,3,Semi equipped,Fuel oil,€99000
1210,house,house,10664353,aalst,9300,Oost-Vlaanderen,Flanders,269000,Parklaan 187,D,304.0,0,0,0,295,32,0,0,Good,3,0,0,0,2,Semi equipped,Gas,€269000
1211,house,house,10664352,hofstade,9308,Oost-Vlaanderen,Flanders,269000,Parklaan 187,D,304.0,0,0,0,295,32,0,0,Good,3,0,0,0,2,Semi equipped,Gas,€269000
1212,house,house,10664345,marche-en-famenne,6900,Luxembourg,Wallonia,315000,Borchamps 24,G,512.0,0,1,49,630,24,3,0,Good,4,2,1,0,2,Installed,Fuel oil,€315000
1214,house,house,10664329,waregem,8790,West-Vlaanderen,Flanders,263000,Holstraat 86,E,434.0,0,0,0,155,0,2,1918,To renovate,3,0,0,0,0,0,Electric,€263000
1215,apartment,apartment,10664327,waregem,8790,West-Vlaanderen,Flanders,263000,Holstraat 86,E,434.0,0,0,0,0,0,2,1918,To renovate,3,0,0,0,0,0,Electric,€263000
1216,apartment,apartment,10664323,waregem,8790,West-Vlaanderen,Flanders,295000,Abeelstraat 26A,B,143.0,0,1,0,0,0,4,1980,To be done up,3,1,0,0,2,Semi equipped,Gas,€295000
1217,house,house,10664322,schorisse,9688,Oost-Vlaanderen,Flanders,297000,Abeelstraat 26A,C,284.0,0,1,0,630,0,0,1957,Good,3,1,0,0,2,Semi equipped,Fuel oil,€297000
1218,house,house,10664321,ronse,9600,Oost-Vlaanderen,Flanders,259000,Abeelstraat 26A,F,600.0,0,1,0,176,0,3,1952,Good,5,1,0,0,2,Not installed,Gas,€259000
1219,apartment,apartment,10664318,berchem%20%28antwerpen%29,2600,Antwerpen,Flanders,249000,Lambrechtshoekenlaan 169,C,239.0,0,1,17,0,37,2,1969,To be done up,2,1,0,0,0,Installed,Fuel oil,€249000
1222,house,house,10664309,braives,4260,Liï¿½ge,Wallonia,330000,Rue Albert Ier 105,E,380.0,0,0,0,938,28,2,0,0,4,0,1,0,0,Installed,Fuel oil,€330000
1223,house,house,10664306,zottegem,9860,Oost-Vlaanderen,Flanders,159000,Steenweg op Aalst 96,D,330.0,0,0,0,54,21,3,0,Good,2,0,0,0,2,Installed,Gas,€159000
1225,house,house,10664300,dworp,1653,Vlaams-Brabant,Flanders,399000,Winderickxplein 25,C,285.0,0,1,0,330,34,3,1957,Good,3,3,3,0,0,Installed,Gas,€399000
1226,house,house,10664289,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,780000,Place Communale 8,F,339.0,0,1,3,100,15,2,1930,To be done up,5,1,2,0,3,Hyper equipped,Gas,€780000
1227,house,villa,10664288,deux-acren,7864,Hainaut,Wallonia,475000,Avenue Alphonse Allard 288,C,196.0,0,0,0,1511,0,4,0,0,4,1,0,0,0,0,Fuel oil,€475000
1229,house,villa,10664280,lessines%20-%20deux-acren,7860,Hainaut,Wallonia,475000,Avenue Alphonse Allard 288,C,196.0,0,0,0,1511,0,4,0,0,4,1,0,0,0,0,Fuel oil,€475000
1231,house,villa,10664273,%C3%89caussinnes,7190,Hainaut,Wallonia,875000,Avenue Alphonse Allard 288,C,173.0,0,0,0,6347,0,4,0,0,5,2,0,0,0,0,Fuel oil,€875000
1232,house,villa,10664264,nivelles,1400,Brabant wallon,Wallonia,875000,Avenue Alphonse Allard 288,C,173.0,0,0,0,6347,0,4,0,0,5,2,0,0,0,0,Fuel oil,€875000
1233,house,house,10664260,lokeren,9160,Oost-Vlaanderen,Flanders,289000,Durmelaan 24,D,347.0,0,0,0,157,0,3,1986,Good,4,1,0,0,2,0,Gas,€289000
1234,house,house,10664258,herve,4650,Liï¿½ge,Wallonia,199000,"Avenue Hanlet, 2",G,573.0,0,1,32,88,15,3,1850,To be done up,3,1,0,1,1,Installed,Gas,€199000
1235,house,villa,10664257,wommelgem,2160,Antwerpen,Flanders,549000,‘Heuvelstraat 86,D,373.0,0,0,0,842,45,4,1981,0,3,1,1,0,2,Installed,Gas,€549000
1236,house,house,10664256,li%C3%A8ge,4030,Liï¿½ge,Wallonia,232000,Rue du Vieux-Mayeur 51,E,387.0,0,1,20,180,32,3,0,To be done up,3,0,1,0,1,Semi equipped,Gas,€232000
1237,house,house,10584354,seneffe,7180,Hainaut,Wallonia,175000,Chaussée de Nivelles 60,E,357.0,0,0,0,74,30,3,1920,Good,3,0,1,1,1,Semi equipped,0,€175000
1239,house,villa,10664249,turnhout,2300,Antwerpen,Flanders,895000,PARKLAAN 46,A,35.0,0,0,0,3730,0,4,2018,Good,3,2,0,0,2,0,0,€895000
1241,apartment,duplex,10664246,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,790000,Rue Defacqz 40,C,150.0,0,1,24,0,0,2,1928,As new,2,2,2,0,2,USA hyper equipped,Gas,€790000
1242,house,house,10664242,fl%C3%A9ron,4621,Liï¿½ge,Wallonia,329000,Rue du Vieux-Mayeur 51,B,149.0,0,1,35,294,19,2,0,As new,3,0,1,0,2,Hyper equipped,Fuel oil,€329000
1243,house,town-house,10664241,andenne,5300,Namur,Wallonia,275000,Place des Tilleuls 48,B,101.0,0,1,0,500,0,3,2018,0,3,1,0,0,0,0,Electric,€275000
1244,apartment,apartment,10664237,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,295000,Av. Reine Astrid 280/5,G,437.0,0,1,6,0,28,0,0,To be done up,2,1,1,0,1,Not installed,Gas,€295000
1245,house,house,10664235,vielsalm,6690,Luxembourg,Wallonia,169000,Poteauerstrasse 90,E,387.0,0,0,0,75,0,2,0,To be done up,4,1,0,0,1,0,Fuel oil,€169000
1246,apartment,duplex,10664228,willebroek,2830,Antwerpen,Flanders,479000,Dendermondsesteenweg 149/4,B,141.0,1,1,7,0,0,2,1997,As new,3,1,0,0,1,Hyper equipped,Gas,€479000
1247,house,house,10664227,quievrain,7380,Hainaut,Wallonia,90000,rue de Valenciennes 42,F,490.0,0,0,0,148,34,2,0,To renovate,5,1,1,0,1,USA semi equipped,Fuel oil,€90000
1248,apartment,apartment,10664225,dilbeek,1700,Vlaams-Brabant,Flanders,265000,Rue Potaerdenberg 31,E,478.0,0,1,5,0,40,2,1972,Good,2,1,0,0,1,USA hyper equipped,Gas,€265000
1249,house,house,10664222,marchin,4570,Liï¿½ge,Wallonia,155000,Rue du Vieux-Mayeur 51,F,486.0,0,1,10,403,21,2,0,To renovate,2,0,0,0,1,Semi equipped,0,€155000
1250,house,house,10614815,peronnez-lez-binche,7134,Hainaut,Wallonia,188000,Rue de la Rouge Croix 98,G,531.0,0,0,0,0,0,3,0,To renovate,3,1,0,0,0,Semi equipped,0,€188000
1252,apartment,flat-studio,10664219,auderghem,1160,Brussels Hoofdstedelijk Gewest,Brussels,179000,Place Communale 8,G,389.0,0,1,3,0,22,2,2002,Good,0,1,1,0,1,0,Electric,€179000
1253,apartment,apartment-block,10664217,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,329400,Rue Defacqz 40,F,342.0,1,1,495,560,60,4,1986,As new,27,27,2,1,2,USA hyper equipped,Electric,€329400.
1254,apartment,apartment,10664216,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,1065000,Avenue Louise 404a,B,67.0,0,1,28,0,0,4,2018,0,3,2,0,0,3,USA hyper equipped,Gas,€1065000
1255,apartment,apartment,10664215,evere,1140,Brussels Hoofdstedelijk Gewest,Brussels,289000,Av. Henri Conscience 74,C,143.0,0,1,15,0,31,0,0,Just renovated,2,0,1,0,1,0,Gas,€289000
1256,house,house,10664213,montignies-sur-sambre,6061,Hainaut,Wallonia,69000,Rue de France 37,F,446.0,0,0,0,180,0,3,0,To renovate,2,0,1,0,2,Semi equipped,Gas,€69000
1257,house,villa,10664212,braine%20l%27alleud,1420,Brabant wallon,Wallonia,750000,Avenue Alphonse Allard 288,G,534.0,0,0,0,861,0,4,1950,0,5,2,0,0,0,0,Gas,€750000
1260,apartment,apartment,10664199,musson,6750,Luxembourg,Wallonia,245000,rue de la Fraternité 8,E,366.0,0,1,30,0,63,2,1956,To be done up,4,0,2,0,2,0,Pellet,€245000
1261,house,house,10664198,athus,6791,Luxembourg,Wallonia,320000,rue de la Fraternité 8,F,507.0,0,1,30,1210,26,3,1959,To restore,4,0,1,0,0,Semi equipped,Fuel oil,€320000
1262,apartment,apartment-block,10664197,musson,6750,Luxembourg,Wallonia,245000,rue de la Fraternité 8,E,366.0,0,1,30,275,63,2,1956,To be done up,4,0,2,0,2,0,Pellet,€245000
1263,house,house,10605931,herstal,4040,Liï¿½ge,Wallonia,208000,Rue de Plainevaux 149/1,F,475.0,0,1,20,181,24,2,0,Good,2,1,0,0,1,Installed,Gas,€208000
1264,house,house,10664195,court-saint-etienne,1490,Brabant wallon,Wallonia,235000,Chaussée de Bruxelles 23 (sur N5),B,145.0,0,1,8,0,20,3,0,As new,2,1,0,0,1,0,Gas,€235000
1267,house,villa,10479695,tournai%20templeuve,7520,Hainaut,Wallonia,620000,"Boulevard du Roi Albert, 44",D,317.0,0,1,0,6230,0,4,0,Good,5,2,2,1,0,Installed,Fuel oil,€620000
1268,house,mixed-use-building,10527479,p%C3%A9ruwelz,7600,Hainaut,Wallonia,130000,Grand Place 14,G,520.0,0,0,0,670,30,2,0,0,3,1,0,0,0,Installed,Gas,€130000
1269,apartment,apartment,10664165,tielt,8700,West-Vlaanderen,Flanders,227000,Posterijstraat 61,A,93.0,0,1,0,0,0,0,2011,Good,1,1,0,0,1,0,Gas,€227000
1270,house,house,10664164,zwevezele,8750,West-Vlaanderen,Flanders,385000,Posterijstraat 61,A,32.0,0,0,0,153,0,4,2019,Good,4,0,0,0,2,0,Gas,€385000
1271,house,manor-house,10525676,hoegaarden,3320,Vlaams-Brabant,Flanders,399000,Menegaard 24,F,784.0,0,1,0,290,18,4,0,Good,4,2,0,0,3,0,Fuel oil,€399000
1272,house,house,10664161,mouscron,7700,Hainaut,Wallonia,85000,Rue de Courtrai 14,G,652.0,0,0,0,81,0,2,0,To renovate,2,0,0,0,0,0,0,€85000
1274,house,house,10664146,hamme,9220,Oost-Vlaanderen,Flanders,260000,Wiezeplein 13,F,546.0,0,1,0,337,0,3,1972,0,4,1,0,0,2,0,Gas,€260000
1276,apartment,ground-floor,10664142,woluwe-saint-lambert,1200,Brussels Hoofdstedelijk Gewest,Brussels,25000,Avenue Louise 433,E,227.0,0,1,29,0,40,2,1997,Good,4,2,2,1,2,USA hyper equipped,Gas,€25000!
1277,apartment,duplex,10664141,woluwe-saint-pierre,1150,Brussels Hoofdstedelijk Gewest,Brussels,425000,Chaussée de Waterloo 1382,E,253.0,0,1,6,0,30,3,1991,As new,2,0,2,1,2,USA hyper equipped,Gas,€425000
1278,house,house,10664137,kelem,8600,West-Vlaanderen,Flanders,296000,Leopold 2 laan 83a,B,109.0,0,0,0,110,0,2,0,0,3,0,0,0,2,Installed,0,€296000
1279,apartment,kot,10664130,leuven,3010,Vlaams-Brabant,Flanders,179000,Dr. V. Dewalsplein 23,A,98.0,0,0,0,0,0,0,0,As new,1,0,0,0,1,Hyper equipped,0,€179000
1280,apartment,apartment,10664127,lommel,3920,Limburg,Flanders,279000,Kapittelhof 22,C,239.0,0,0,0,0,0,3,2004,As new,1,1,0,0,0,Hyper equipped,Gas,€279000
1282,house,exceptional-property,10664124,templeuve,7520,Hainaut,Wallonia,550000,Bd Delwart 11,D,317.0,0,1,0,6255,70,4,0,0,5,2,0,0,0,0,Fuel oil,€550000
1283,house,house,10664119,grivegn%C3%A9e,4030,Liï¿½ge,Wallonia,245000,rue de Louveigné 30b,C,227.0,0,0,0,180,0,2,1918,0,4,1,0,0,0,0,Gas,€245000
1284,apartment,penthouse,10664113,eeklo,9900,Oost-Vlaanderen,Flanders,219000,Boelare 67,B,172.0,0,1,10,0,0,2,1994,Good,2,1,0,0,0,0,Gas,€219000
1285,apartment,apartment,10664111,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,159000,Avenue Charles Quint 515,G,372.0,0,1,3,0,15,3,1940,To renovate,1,1,1,0,1,Semi equipped,Gas,€159000
1286,apartment,apartment,10664109,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,199000,Avenue Charles Quint 515,G,376.0,0,1,3,0,16,3,1940,To renovate,2,1,1,0,1,Semi equipped,Gas,€199000
1287,house,house,10664108,waregem,8790,West-Vlaanderen,Flanders,225000,Holstraat 86,F,770.0,0,0,0,480,0,4,1971,To renovate,4,1,0,0,0,0,Gas,€225.000.
1288,house,villa,10664092,neupre,4121,Liï¿½ge,Wallonia,365000,Borchamps 24,C,193.0,0,1,46,0,32,4,1976,Good,4,2,0,0,2,Installed,Fuel oil,€365000
1289,house,villa,10664091,str%C3%A9e,6511,Hainaut,Wallonia,280000,Borchamps 24,D,292.0,0,1,48,773,0,4,0,Good,3,1,1,0,2,0,Electric,€280000
1290,house,country-cottage,10610606,nechin,7730,Hainaut,Wallonia,649000,Rue de Menin 400,D,326.0,0,1,60,1592,0,4,0,As new,5,2,2,1,0,Installed,Electric,€649000
1291,house,house,10664088,kruisem,9750,Oost-Vlaanderen,Flanders,445000,Plein 30 a,B,133.0,0,1,0,1075,0,3,0,As new,3,2,2,0,0,USA hyper equipped,Gas,€445000
1292,house,house,10445151,verviers,4800,Liï¿½ge,Wallonia,75000,Rue Président Wilson 126,F,505.0,0,1,20,152,16,2,1925,To restore,1,1,1,0,1,Not installed,Fuel oil,€75000
