,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2
7223,house,exceptional-property,10647143,andrimont,4821,Liï¿½ge,Wallonia,780000,Bergstrasse 44,4,C,194.0,0,1,0,2800,0,4,0,As new,0,1,2,0,0,Hyper equipped,0,780000,€780000,1
7224,house,house,10647139,braine-le-ch%C3%A2teau,1440,Brabant wallon,Wallonia,325000,Avenue Alphonse Allard 288,4,E,363.0,0,1,16,380,0,4,1918,0,0,2,0,0,0,0,Gas,325000,€325000,1
7226,house,house,10647127,braine-le-comte,7090,Hainaut,Wallonia,235000,Rue De Mons 46,3,D,325.0,0,0,0,410,35,2,0,Good,0,1,0,0,1,Installed,Gas,235000,€235000,0
7227,house,mixed-use-building,10647124,gembloux,5030,Namur,Wallonia,195000,Rue du Bosquet 29,3,E,380.0,0,1,0,82,0,3,0,To renovate,0,2,0,0,2,Installed,Gas,195000,€195000,1
7228,house,house,10394033,jauche,1350,Brabant wallon,Wallonia,399000,Rue du Bosquet 29,3,D,299.0,0,1,0,2500,50,3,0,0,0,1,0,0,2,Installed,Fuel oil,399000,€399000,1
7231,apartment,apartment,10647118,bastogne,6600,Luxembourg,Wallonia,350000,Place McAuliffe 43,2,A+,45.0,0,1,27,0,42,0,0,0,0,1,0,0,1,Installed,0,350000,€350000,1
7232,apartment,apartment,10647117,bastogne,6600,Luxembourg,Wallonia,345000,Place McAuliffe 43,2,A+,45.0,0,1,8,0,44,0,0,0,0,1,0,0,1,Installed,0,345000,€345000,1
7233,house,house,10647115,erpe-mere,9300,Oost-Vlaanderen,Flanders,399000,Parklaan 187,3,F,966.0,0,1,50,1340,27,4,0,Good,0,0,0,0,1,Semi equipped,Fuel oil,399000,€399000,1
7234,apartment,apartment,10647097,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,450000,Avenue Louise 200,3,D,172.0,0,1,25,0,68,2,2013,Good,0,1,1,0,1,USA installed,Gas,450000,€450000,1
7242,house,house,10647057,vedrin,5020,Namur,Wallonia,295000,Chaussée de Louvain 258,3,D,334.0,0,1,0,300,34,3,0,Good,0,1,0,0,1,Installed,0,295000,€295000,1
7243,apartment,apartment,10647055,nijlen,2560,Antwerpen,Flanders,215000,Antwerpsesteenweg 359,1,A,84.0,0,0,0,0,0,0,2015,As new,0,1,0,0,1,Installed,Gas,215000,€215000,0
7244,house,house,10647053,lier,2500,Antwerpen,Flanders,725000,Antwerpsesteenweg 359,8,D,354.0,0,1,0,324,0,2,0,To be done up,0,1,0,0,2,Installed,Gas,725000,€725000,1
7245,house,house,10647052,assebroek,8310,West-Vlaanderen,Flanders,215000,Generaal Lemanlaan 202,2,D,383.0,0,1,8,57,25,2,1959,Good,0,1,0,1,2,Installed,Gas,215000,€215000,1
7246,house,house,10647049,erpe-mere,9420,Oost-Vlaanderen,Flanders,399000,Parklaan 187,3,F,966.0,0,1,50,1340,27,4,0,Good,0,0,0,0,1,Semi equipped,Fuel oil,399000,€399000,1
7247,apartment,apartment,10647048,aalst,9300,Oost-Vlaanderen,Flanders,469000,Parklaan 187,3,B,147.0,1,1,20,0,50,0,0,Good,0,0,0,0,2,Installed,Gas,469000,€469000,1
7248,house,house,10647043,ardooie,8850,West-Vlaanderen,Flanders,235000,Bruggestraat 13,3,F,702.0,0,1,0,1173,0,2,0,To renovate,0,0,0,0,0,0,Gas,235000,€235000,1
7249,house,house,10647041,fraineux,4550,Liï¿½ge,Wallonia,459000,Route du Condroz 151,3,D,276.0,0,1,0,1800,38,4,0,Good,0,1,1,0,2,Installed,Fuel oil,459000,€459000,1
7250,house,house,10647040,ocquier,4560,Liï¿½ge,Wallonia,399000,Route du Condroz 151,3,F,478.0,0,1,0,2068,0,3,1850,Good,0,1,0,0,2,Semi equipped,Fuel oil,399000,€399000,1
7251,apartment,apartment,10647039,grez-doiceau,1390,Brabant wallon,Wallonia,365000,chaussée de Wavre n°373,3,B,94.0,0,1,35,0,39,0,0,0,0,1,1,0,2,0,0,365000,€365000,1
7253,house,house,10647016,merchtem,1785,Vlaams-Brabant,Flanders,645000,Meyskensstraat 222,5,E,491.0,0,1,0,1491,0,2,1875,To renovate,0,1,1,0,2,Semi equipped,Fuel oil,645000,€645000,1
7254,house,house,10647013,asse,1730,Vlaams-Brabant,Flanders,375000,Meyskensstraat 222,3,C,269.0,0,1,40,225,30,2,1966,Just renovated,0,2,0,0,2,Installed,Gas,375000,€375000,1
7255,house,house,10647009,waregem,8790,West-Vlaanderen,Flanders,379500,Tategemstraat 30,4,B,172.0,0,1,40,259,28,2,1970,As new,0,1,0,1,2,Hyper equipped,Gas,379500,€379500,1
7257,apartment,apartment,10647000,laarne,9270,Oost-Vlaanderen,Flanders,347000,Damstraat 131 bus1,3,B,126.0,0,1,0,0,0,4,2006,0,0,1,0,0,1,Installed,Gas,347000,€347000,1
7258,house,villa,10646999,laarne,9270,Oost-Vlaanderen,Flanders,598000,Damstraat 131 bus1,4,B,179.0,0,1,0,1026,0,4,1993,0,0,2,0,0,0,Installed,Gas,598000,€598000,1
7259,apartment,apartment,10646997,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,549000,Place du Châtelain 35,2,D,203.0,0,1,12,0,0,2,1993,0,0,2,0,0,0,0,Electric,549000,€549000,1
7261,house,house,10646992,li%C3%A8ge,4000,Liï¿½ge,Wallonia,339000,rue de Louveigné 30b,4,C,254.0,0,0,0,300,34,2,1899,0,0,2,0,1,0,0,Gas,339000,€339000,0
7262,apartment,apartment,10646991,heusden-zolder,3550,Limburg,Flanders,269000,Schootstraat 254,2,B,192.0,0,0,0,0,0,0,2007,Good,0,1,0,0,0,0,Gas,269000,€269000,0
7263,house,house,10646990,ninove,9400,Oost-Vlaanderen,Flanders,269000,Onkerzelestraat 272,4,D,390.0,0,0,0,371,0,3,0,Good,0,1,0,0,2,0,0,269000,€269000,0
7264,house,house,10646986,ressaix,7134,Hainaut,Wallonia,165000,"Route de charleroi, 48",3,D,332.0,0,0,0,210,0,3,0,Good,0,1,0,0,1,Semi equipped,Fuel oil,165000,€165000,0
7267,house,house,10646960,merchtem,1785,Vlaams-Brabant,Flanders,275000,Nieuwelaan 58,2,D,369.0,0,1,11,61,37,2,0,Good,0,1,0,0,1,0,Gas,275000,€275000,1
7268,apartment,apartment,10646953,fl%C3%89malle,4400,Liï¿½ge,Wallonia,290000,Rue Walthère Jamar 226,2,B,161.0,0,1,37,0,46,4,0,0,0,1,0,0,0,Hyper equipped,Gas,290000,€290000,1
7269,apartment,apartment,10646952,fl%C3%89malle,4400,Liï¿½ge,Wallonia,285000,Rue Walthère Jamar 226,2,B,170.0,0,1,33,0,27,4,0,0,0,1,0,0,1,Hyper equipped,Gas,285000,€285000,1
7270,house,house,10646940,beersel,1650,Vlaams-Brabant,Flanders,415000,Alsembergsesteenweg 660,3,C,224.0,0,0,0,714,26,4,1967,Good,0,1,0,0,2,Installed,Gas,415000,€415000,0
7271,house,house,10646939,beersel,1650,Vlaams-Brabant,Flanders,439000,Alsembergsesteenweg 660,4,B,114.0,0,1,0,775,41,2,1953,Just renovated,0,1,0,0,2,Semi equipped,Gas,439000,€439000,1
7272,house,house,10560008,onze-lieve-vrouw-waver,2861,Antwerpen,Flanders,295000,Prof. Scharpélaan 44,2,F,757.0,0,0,0,275,0,3,1930,To renovate,0,1,0,0,1,Semi equipped,0,295000,€295000,0
7273,house,house,10646935,braine%20l%27alleud,1420,Brabant wallon,Wallonia,495000,Avenue Alphonse Allard 288,4,F,450.0,0,0,0,291,22,3,1899,0,0,3,0,1,0,0,Gas,495000,€495000,0
7274,house,house,10646934,guelff,6782,Luxembourg,Wallonia,565000,Rue Reine Astrid 26,4,B,116.0,0,1,0,543,46,4,2006,As new,0,1,0,1,2,Hyper equipped,Fuel oil,565000,€565000,1
7275,apartment,apartment-block,10646930,verviers,4800,Liï¿½ge,Wallonia,249000,Route de Herbesthal 89,5,B,161.0,0,1,13,0,0,2,0,Just renovated,0,3,0,0,1,Installed,Gas,249000,€249000,1
7277,apartment,penthouse,10646924,antwerpen,2000,Antwerpen,Flanders,3155000,Leopoldstraat 49,3,B,180.0,0,1,165,0,0,2,1970,As new,0,2,0,0,0,Hyper equipped,Gas,3155000,€3155000,1
7278,house,house,10646920,orroir,7750,Hainaut,Wallonia,318500,Vichteplaats 13,3,F,508.0,0,1,0,1328,40,3,1974,To be done up,0,1,0,0,1,Semi equipped,0,318500,€318500,1
7279,house,country-cottage,10646915,sint-gillis-waas,9170,Oost-Vlaanderen,Flanders,650000,Kerkstraat 2,2,C,280.0,0,1,0,1920,50,4,1989,Good,0,1,0,0,0,Installed,Gas,650000,€650000,1
7280,house,house,10646914,westende,8434,West-Vlaanderen,Flanders,160000,Paul de Smet de Naeyerstraat 4,2,D,342.0,1,0,0,0,0,2,1980,To be done up,0,1,0,0,1,Installed,Gas,160000,€160000,0
7281,apartment,apartment,10646912,westende,8434,West-Vlaanderen,Flanders,125000,Paul de Smet de Naeyerstraat 4,1,D,398.0,0,1,0,0,0,2,1973,To renovate,0,0,1,0,0,Installed,Electric,125000,€125000,1
7282,apartment,apartment,10646910,middelkerke,8430,West-Vlaanderen,Flanders,450000,Paul de Smet de Naeyerstraat 4,2,B,177.0,0,1,0,0,0,2,1989,Good,0,2,1,0,1,Semi equipped,Electric,450000,€450000,1
7283,apartment,apartment,10646906,westende-bad,8434,West-Vlaanderen,Flanders,465000,Paul de Smet de Naeyerstraat 4,3,B,164.0,0,0,0,0,0,2,1991,Good,0,2,0,0,2,Installed,Electric,465000,€465000,0
7284,apartment,apartment,10646905,heverlee,3001,Vlaams-Brabant,Flanders,315000,Basilieklaan 77,2,B,112.0,0,0,0,0,0,2,1975,Just renovated,0,1,0,0,1,Installed,Gas,315000,€315000,0
7285,house,house,10646899,tournai,7500,Hainaut,Wallonia,249000,Avenue de Maire 202,3,D,289.0,0,0,0,210,0,4,0,0,0,1,0,0,1,0,Gas,249000,€249000,0
7286,apartment,apartment,10646896,antwerp,2060,Antwerpen,Flanders,159000,Nationalestraaat 90,2,C,274.0,0,0,0,0,0,3,1966,Good,0,1,0,0,1,0,Gas,159000,€159000,0
7287,house,house,10646895,leuze-en-hainaut,7900,Hainaut,Wallonia,90000,Avenue de Maire 202,4,F,433.0,0,0,0,171,0,0,0,To renovate,0,0,0,0,0,0,Gas,90000,€90000,0
7288,house,house,10646883,nederename,9700,Oost-Vlaanderen,Flanders,445000,Koning Albertlaan 18,5,A,80.0,0,1,0,551,0,2,2011,Good,0,1,1,1,2,Installed,Gas,445000,€445000,1
7289,apartment,apartment,10644000,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,475000,"Rue de Pervyse, 37",2,G,377.0,0,1,3,0,30,0,0,To be done up,0,1,0,0,1,Not installed,Fuel oil,475000,€475000,1
7291,apartment,ground-floor,10646864,jette,1090,Brussels Hoofdstedelijk Gewest,Brussels,425000,122 RUE DE MONT-ST-PONT,3,D,185.0,0,1,25,0,31,3,2012,As new,0,2,1,0,2,Hyper equipped,Gas,425000,€425000,1
7292,house,house,10646863,gent,9000,Oost-Vlaanderen,Flanders,330000,Antwerpsesteenweg 211,4,C,275.0,0,0,0,70,25,0,0,To be done up,0,1,0,1,2,Semi equipped,Gas,330000,€330000,0
7293,apartment,apartment,10646862,gent,9000,Oost-Vlaanderen,Flanders,291000,Antwerpsesteenweg 211,3,B,156.0,0,0,0,0,42,0,0,Good,0,1,0,0,1,0,Gas,291000,€291000,0
7294,apartment,apartment,10646861,sint-amandsberg,9040,Oost-Vlaanderen,Flanders,291000,Antwerpsesteenweg 211,3,B,156.0,0,0,0,0,42,0,0,Good,0,1,0,0,1,0,Gas,291000,€291000,0
7295,apartment,apartment,10646859,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,650000,Rue Paul Emile Janson 2B Boite 12,2,E,219.0,1,1,20,0,0,0,0,As new,0,0,0,0,1,Hyper equipped,Gas,650000,€650000,1
7296,house,house,10646857,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,530000,rue Antoine Breart 42,2,E,240.0,0,1,0,0,30,2,1930,0,0,1,1,0,2,USA hyper equipped,Gas,530000,€530000,1
7297,house,villa,10646856,beloeil%20ellignies-sainte-anne,7972,Hainaut,Wallonia,285000,Rue des ARCHERS 4,4,C,249.0,0,1,20,1100,32,4,1971,To be done up,0,1,0,1,2,Installed,Fuel oil,285000,€285000,1
7298,house,house,10646855,oudenaarde,9700,Oost-Vlaanderen,Flanders,445000,Koning Albertlaan 18,5,A,80.0,0,1,0,551,0,2,2011,Good,0,1,1,1,2,Installed,Gas,445000,€445000,1
7299,house,house,10571257,stekene,9190,Oost-Vlaanderen,Flanders,530000,Vesten 47,3,A,27.0,0,1,0,293,0,3,2022,0,0,1,0,0,2,Installed,0,530000,€530000,1
7300,house,house,10646852,andenne,5300,Namur,Wallonia,185000,Rue Rogier 2,2,F,466.0,0,1,0,1068,30,4,1977,To be done up,0,0,2,0,2,Installed,Gas,185000,€185000,1
7301,house,villa,10646851,haillot,5351,Namur,Wallonia,260000,Rue Rogier 2,3,E,398.0,0,1,0,1307,46,4,1979,Good,0,1,0,0,2,Semi equipped,Fuel oil,260000,€260000,1
7302,house,villa,10646850,ohey,5350,Namur,Wallonia,260000,Rue Rogier 2,3,E,398.0,0,1,0,1307,46,4,1979,Good,0,1,0,0,2,Semi equipped,Fuel oil,260000,€260000,1
7303,house,villa,10646849,andenne,5300,Namur,Wallonia,185000,Rue Rogier 2,2,F,466.0,0,1,0,1068,30,4,1977,To be done up,0,0,2,0,2,Installed,Gas,185000,€185000,1
7304,house,house,10646848,ohey,5350,Namur,Wallonia,190000,Rue Rogier 2,1,F,458.0,0,1,0,290,0,3,0,Good,0,0,1,0,1,Installed,Pellet,190000,€190000,1
7305,house,country-cottage,10646847,ohey,5350,Namur,Wallonia,190000,Rue Rogier 2,1,F,458.0,0,1,0,290,0,3,0,Good,0,0,1,0,1,Installed,Pellet,190000,€190000,1
7306,house,house,10646846,ottignies,1340,Brabant wallon,Wallonia,395000,Boulevard de l'Europe 2-1,3,C,255.0,0,0,0,413,32,0,1980,0,0,1,1,0,2,Installed,Gas,395000,€395000,0
7307,house,house,10646845,wezembeek-oppem,1970,Vlaams-Brabant,Flanders,965000,Chaussée de la Hulpe 166,4,C,245.0,0,1,31,575,49,3,1967,Just renovated,0,2,1,1,3,Installed,Gas,965000,€965000,1
7308,apartment,apartment,10646837,de%20panne,8660,West-Vlaanderen,Flanders,325000,Zeelaan 176A,2,B,161.0,1,1,4,0,0,2,1996,Good,0,1,0,0,1,Installed,Electric,325000,€325000,1
7309,house,house,10646834,lo,8647,West-Vlaanderen,Flanders,255000,Noordstraat 10,5,D,351.0,0,1,0,501,0,2,0,To renovate,0,1,0,0,2,Installed,Gas,255000,€255000,1
7310,house,house,10646830,seraing,4100,Liï¿½ge,Wallonia,149000,Place Merlot 6,2,G,535.0,0,1,13,185,29,2,1875,Good,0,1,1,0,1,Semi equipped,Fuel oil,149000,€149000,1
7311,apartment,apartment,10600327,strombeek-bever,1853,Vlaams-Brabant,Flanders,268000,Wolvertemsesteenweg 98,2,E,463.0,0,1,12,0,0,4,1968,To be done up,0,1,0,0,1,Installed,Fuel oil,268000,€268000,1
7312,apartment,apartment,10646823,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,243000,Avenue Paul Janson 82,2,G,824.0,0,1,3,0,25,2,0,Good,0,1,0,0,1,0,Fuel oil,243000,€243000.,1
7313,apartment,apartment,10646822,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,243000,Avenue Paul Janson 82,2,G,815.0,0,1,3,0,25,2,0,Good,0,1,0,0,1,0,Fuel oil,243000,€243000.,1
7314,apartment,apartment,10646821,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,243000,Avenue Paul Janson 82,2,G,820.0,0,1,3,0,22,2,0,Good,0,1,0,0,1,0,Fuel oil,243000,€243000.,1
7315,apartment,apartment,10646819,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,246000,Avenue Paul Janson 82,2,G,380.0,0,1,7,0,23,2,0,Good,0,1,0,0,1,0,Fuel oil,246000,€246000.,1
7316,apartment,apartment,10646817,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,243000,Avenue Paul Janson 82,2,F,343.0,0,1,8,0,25,2,0,Good,0,1,0,0,1,0,Fuel oil,243000,€243000.,1
7317,apartment,apartment,10646816,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,290000,Avenue Paul Janson 82,3,D,181.0,0,1,0,0,0,0,0,Just renovated,0,1,0,0,2,0,Fuel oil,290000,€290000,1
7318,apartment,apartment,10646815,molenbeek-saint-jean,1080,Brussels Hoofdstedelijk Gewest,Brussels,215000,Avenue Paul Janson 82,2,E,218.0,0,1,0,0,0,0,0,Good,0,1,0,0,1,USA installed,Gas,215000,€215000,1
7319,apartment,apartment,10646814,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,325000,Avenue Paul Janson 82,2,D,164.0,0,1,12,0,31,2,1975,Just renovated,0,1,0,0,1,Hyper equipped,Gas,325000,€325000.,1
7320,apartment,apartment,10575959,arlon,6700,Luxembourg,Wallonia,320000,Avenue de Longwy 340,2,B,108.0,0,0,0,0,0,0,2001,Good,0,1,0,0,0,Installed,Gas,320000,€320000,0
7321,house,house,10520706,moorsel,3080,Vlaams-Brabant,Flanders,495000,James Ensorlaan 39,2,E,466.0,0,1,15,478,0,3,1967,To be done up,0,1,0,0,2,Semi equipped,Gas,495000,€495000,1
7322,house,house,10646809,velaines,7760,Hainaut,Wallonia,450000,"Rue de l'Eglise, 1",3,D,263.0,0,1,0,1740,0,4,0,0,0,1,2,0,0,0,Electric,450000,€450000,1
7323,apartment,apartment,10419359,anseremme,5500,Namur,Wallonia,185000,Rue Grande 2,4,B,165.0,0,0,0,0,30,4,1875,To renovate,0,1,0,0,2,Semi equipped,0,185000,€185000,0
7325,apartment,apartment-block,10646802,bruxelles,1020,Brussels Hoofdstedelijk Gewest,Brussels,585000,Rue Fransman 15,5,F,315.0,0,1,12,150,25,2,1940,Good,0,3,3,1,3,Semi equipped,Gas,585000,€585000,1
7326,house,house,10646801,erquelinnes,6560,Hainaut,Wallonia,180000,"Route de Mons, 313",3,F,484.0,0,1,0,430,0,2,0,To be done up,0,1,0,0,2,Semi equipped,Gas,180000,€180000,1
7327,apartment,penthouse,10646797,namur,5100,Namur,Wallonia,850000,Chaussée de Marche 474,3,A,80.0,0,1,20,0,24,2,2021,As new,0,3,3,0,3,USA hyper equipped,Gas,850000,€850000,1
7328,house,house,10646789,mechelen,2800,Antwerpen,Flanders,279000,Oscar Van Kesbeeckstraat 7,4,F,670.0,0,1,0,170,0,3,1976,To renovate,0,1,0,0,2,Installed,Gas,279000,€279000,1
7329,house,house,10646784,brasschaat,2930,Antwerpen,Flanders,699000,Bredabaan 260,3,C,228.0,0,1,0,1350,0,4,1973,Just renovated,0,1,1,0,2,Hyper equipped,Gas,699000,€699000,1
7331,house,house,10646782,petigny,5660,Namur,Wallonia,135000,Faubourg Saint Germain 65,2,G,926.0,0,0,0,1665,0,4,0,0,0,0,1,0,1,Installed,0,135000,€135000,0
7332,house,house,10646781,mol,2400,Antwerpen,Flanders,425000,Statiestraat 47,3,C,222.0,0,1,8,130,36,0,0,As new,0,0,0,0,2,Hyper equipped,Gas,425000,€425000,1
7333,house,house,10646779,coronmeuse,4000,Liï¿½ge,Wallonia,240000,Rue de Plainevaux 102,2,B,126.0,0,1,39,84,22,2,0,0,0,1,0,0,0,0,Gas,240000,€240000,1
7334,house,house,10646775,merksem,2170,Antwerpen,Flanders,279000,Sint Cordulastraat 19/1,3,D,384.0,0,0,0,0,30,2,1958,To renovate,0,1,0,0,1,Semi equipped,Gas,279000,€279000,0
7335,house,house,10646774,herstal,4040,Liï¿½ge,Wallonia,240000,"Boulevard d'Avroy, 55",2,B,126.0,0,1,39,84,22,2,0,0,0,1,0,0,0,0,Gas,240000,€240000,1
7336,house,house,10646773,herstal,4040,Liï¿½ge,Wallonia,240000,"Boulevard d'Avroy, 55",2,B,126.0,0,1,39,84,22,2,0,0,0,1,0,0,0,0,Gas,240000,€240000,1
7337,apartment,duplex,10646772,herstal,4040,Liï¿½ge,Wallonia,240000,"Boulevard d'Avroy, 55",2,B,126.0,0,1,39,0,22,2,0,0,0,1,0,0,0,0,Gas,240000,€240000,1
7338,house,house,10466771,engis,4480,Liï¿½ge,Wallonia,239000,Chaussée Roosevelt 11,3,F,446.0,0,1,18,328,0,0,0,Good,0,0,1,0,2,Semi equipped,0,239000,€239000,1
7339,house,villa,10646769,kontich,2550,Antwerpen,Flanders,538000,Antwerpsestraat 34,4,E,484.0,0,0,0,1989,0,4,1961,To be done up,0,1,0,0,0,Installed,Gas,538000,€538000,0
7340,house,house,10646768,pepingen,1670,Vlaams-Brabant,Flanders,349000,Alsembergsesteenweg 259,3,B,140.0,0,0,0,386,38,2,1875,Just renovated,0,1,0,0,2,Installed,Gas,349000,€349000,0
7342,house,house,10646765,niel-bij-sint-truiden,3890,Limburg,Flanders,260000,Tiensesteenweg 227/101,8,C,283.0,0,0,0,919,0,3,0,To be done up,0,6,0,0,0,Semi equipped,Gas,260000,€260000,0
7343,apartment,apartment,10646764,hennuyeres,7090,Hainaut,Wallonia,275000,Rue de Virginal 83,3,E,343.0,0,1,5,0,35,3,0,0,0,1,1,0,1,Installed,Gas,275000,€275000,1
7344,apartment,apartment,10646759,ittre,1460,Brabant wallon,Wallonia,275000,Rue de Virginal 83,3,E,343.0,0,1,5,0,35,3,0,0,0,1,1,0,1,Installed,Gas,275000,€275000,1
7345,apartment,duplex,10646758,coronmeuse,4000,Liï¿½ge,Wallonia,240000,Rue de Plainevaux 102,2,B,126.0,0,1,39,0,22,2,0,0,0,1,0,0,0,0,Gas,240000,€240000,1
7346,apartment,ground-floor,10548715,oostende,8400,West-Vlaanderen,Flanders,117000,Koningsstraat 23,2,C,271.0,0,0,0,0,0,0,0,Good,0,0,0,0,1,Installed,Electric,117000,€117000,0
7348,apartment,apartment,10646753,kontich,2550,Antwerpen,Flanders,354000,Amsterdamstraat 15 bus202,2,A,85.0,0,1,0,0,0,3,2018,Good,0,1,0,0,1,Hyper equipped,Gas,354000,€354000,1
7349,house,house,10646752,fl%C3%A9malle-grande,4400,Liï¿½ge,Wallonia,239000,Route du Condroz 94,2,E,350.0,0,0,0,430,35,3,0,0,0,1,0,0,1,0,Fuel oil,239000,€239000,0
7350,house,house,10646751,hemiksem,2620,Antwerpen,Flanders,329000,Amsterdamstraat 15 bus202,2,B,186.0,0,1,20,363,0,2,1946,Good,0,2,-1,0,2,Installed,Gas,329000,€329000,1
7351,house,house,10646746,grez-doiceau,1390,Brabant wallon,Wallonia,498000,Stationsplein  7A,4,C,255.0,0,0,0,912,0,4,1975,Just renovated,0,2,0,0,0,0,Fuel oil,498000,€498000,0
7353,house,country-cottage,10646743,avelgem,8582,West-Vlaanderen,Flanders,295000,"Roterijstraat, 202",2,F,1024.0,0,1,0,877,0,4,0,To renovate,0,1,0,0,2,Semi equipped,Fuel oil,295000,€295000,1
7356,house,house,10646738,mons,7000,Hainaut,Wallonia,199000,"Avenue Louise, 523",2,C,233.0,0,1,0,0,0,2,0,Good,0,1,1,0,2,Not installed,Gas,199000,€199000,1
7357,apartment,apartment-block,10646737,boussu,7300,Hainaut,Wallonia,100000,Rue Hankar 6,2,G,599.0,0,0,0,150,0,4,0,0,0,1,0,0,2,Installed,Gas,100000,€100000,0
7358,house,house,10646736,pecq,7740,Hainaut,Wallonia,229000,Chaussée de Bruxelles 386,3,C,246.0,0,1,0,157,30,2,0,0,0,0,1,0,1,Installed,Gas,229000,€229000,1
7359,house,villa,10646735,keerbergen,3140,Vlaams-Brabant,Flanders,695000,Dorp 35,5,C,261.0,0,0,0,1657,60,4,1992,Good,0,2,0,0,3,0,Fuel oil,695000,€695000,0
7360,house,house,10646734,mechelen,2800,Antwerpen,Flanders,309000,Dorp 35,3,C,251.0,0,0,0,0,38,2,1936,Good,0,1,0,0,2,0,Gas,309000,€309000,0
7361,house,house,10646733,kraainem,1950,Vlaams-Brabant,Flanders,469000,"Val des Seigneurs, 9a",3,D,365.0,0,0,0,183,0,2,1966,Good,0,1,0,0,2,Hyper equipped,Gas,469000,€469000,0
7362,house,house,10646729,oostende,8400,West-Vlaanderen,Flanders,419000,Koningsstraat 23,4,C,247.0,0,1,0,192,0,0,0,Good,0,0,0,0,2,Installed,Gas,419000,€419000,1
7363,house,house,10646727,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,940000,rue de la Cambre 184,4,D,204.0,0,0,0,345,45,0,0,As new,0,0,2,0,2,Hyper equipped,Fuel oil,940000,€940000,0
7364,apartment,apartment,10646726,zulte,9870,Oost-Vlaanderen,Flanders,235000,Posterijstraat 61,2,A,97.0,0,1,0,0,0,0,2003,Good,0,1,0,0,1,0,Gas,235000,€235000,1
7365,apartment,apartment,10239279,koksijde,8670,West-Vlaanderen,Flanders,215000,Robert Vandammestraat 107,2,B,144.0,0,0,0,0,26,0,0,Good,0,0,0,0,1,Installed,Gas,215000,€215000,0
7366,house,mansion,10646724,spa,4900,Liï¿½ge,Wallonia,540000,"Avenue Hanlet, 2",7,D,334.0,0,1,29,1820,37,4,0,Good,0,2,2,1,3,Installed,Gas,540000,€540000,1
7368,apartment,apartment,10646721,grimbergen,1853,Vlaams-Brabant,Flanders,290000,Grote Markt 16,2,C,278.0,0,0,0,0,34,0,1969,To renovate,0,0,0,0,0,0,0,290000,€290000,0
7369,apartment,apartment,10646718,oostende,8400,West-Vlaanderen,Flanders,55000,Groentemarkt 1,3,D,354.0,0,1,0,0,0,0,1963,Good,0,0,0,0,0,0,0,55000,€55.000,1
7370,house,villa,10646710,pelt,3910,Limburg,Flanders,1495000,Graaf De Broquevillestraat 35,8,C,286.0,0,0,0,4930,0,4,1919,Good,0,3,0,0,0,0,Gas,1495000,€1495000,0
7373,house,house,10646700,ham-sur-heure,6120,Hainaut,Wallonia,78000,Avenue Paul pastur 380,2,G,526.0,0,0,0,430,16,2,0,0,0,1,0,0,1,Not installed,Wood,78000,€78000,0
7374,apartment,apartment,10646694,sint-andries,8200,West-Vlaanderen,Flanders,265000,Gistelsesteenweg 291,3,D,312.0,0,0,0,0,0,0,1975,Good,0,0,0,0,0,0,Fuel oil,265000,€265000,0
7376,apartment,apartment,10646691,gerpinnes,6280,Hainaut,Wallonia,398000,Avenue Paul pastur 380,3,A,61.0,0,1,16,0,40,4,0,0,0,0,2,0,2,Semi equipped,Electric,398000,€398000,1
7377,apartment,penthouse,10646678,oostkamp,8020,West-Vlaanderen,Flanders,449000,Natiënlaan 199,3,B,141.0,0,1,0,0,0,4,1978,0,0,1,0,0,1,Installed,0,449000,€449000,1
7379,apartment,apartment,10646668,sint-niklaas,9100,Oost-Vlaanderen,Flanders,294000,Casinostraat 3,2,B,193.0,0,1,0,0,0,2,1994,Good,0,1,0,0,2,0,0,294000,€294000,1
7380,apartment,service-flat,10646667,wellen,3830,Limburg,Flanders,295000,Hoogstraat 6,2,B,121.0,0,1,8,0,36,3,2016,Good,0,1,0,0,2,Installed,Gas,295000,€295000,1
7382,house,house,10646661,ronse,9600,Oost-Vlaanderen,Flanders,269000,Grote Markt 35,3,B,146.0,0,1,0,272,0,2,1935,Good,0,1,0,0,2,Installed,0,269000,€269000,1
